id,game,mock-mc,mock-tm,tm-rating,mock-tc,tc-rating,mock-as,as-rating,consensus
56216,Star Fox Adventures,72,0.85,7.3/10,0.79,7.0/10,0.8,3.8/5,No consensus yet.
56211,Star Fox Assault,54,0.57,6.1/10,0.42,5.7/10,0.89,4.2/5,No consensus yet.
25013,Star Fox Command,63,0.76,6.5/10,0.61,6.1/10,0.63,3.7/5,No consensus yet.
27080,Star Fox 64 3D,71,0.84,7.5/10,0.83,7.2/10,0.79,4.1/5,No consensus yet.
28004,Star Fox Zero,56,0.58,6.3/10,0.49,6.0/10,0.71,3.7/5,No consensus yet.
28002,Star Fox Guard,61,0.73,6.7/10,0.6,6.4/10,0.72,3.7/5,No consensus yet.
54435,Mario Kart 64,74,0.83,7.5/10,0.85,7.6/10,0.98,4.4/5,No consensus yet.
53392,Mario Kart: Super Circuit,89,0.93,8.1/10,1,8.6/10,0.87,4.2/5,No consensus yet.
56097,Mario Kart: Double Dash,80,0.92,8.0/10,0.92,7.8/10,0.91,4.4/5,No consensus yet.
23943,Mario Kart DS,86,0.97,8.4/10,0.94,8.3/10,0.94,4.3/5,No consensus yet.
24761,Mario Kart Wii,72,0.84,7.3/10,0.87,7.3/10,0.86,4.2/5,Mario Kart Wii lacks the polish and strategic gameplay that categorize the series' top-tier entries~ but it makes up for it with creative new level designs~ a robust online experience~ and a Wii Wheel control scheme that will lead to hours of chaotic multiplayer fun.
27970,Mario Kart 7,77,0.9,7.7/10,0.9,7.7/10,0.85,4.1/5,No consensus yet.
27976,Mario Kart 8,82,0.96,8.2/10,0.94,8.1/10,0.89,4.5/5,No consensus yet.
23165,Mario Kart 8 Deluxe,88,0.98,8.7/10,0.98,8.6/10,0.91,4.3/5,No consensus yet.
316823,Mario Kart Tour,47,0.38,5.5/10,0.32,5.0/10,0.31,2.2/5,No consensus yet.
487917,Mario Kart Live: Home Circuit,62,0.82,6.6/10,0.7,6.1/10,0.68,3.5/5,No consensus yet.
56007,Chibi-Robo,62,0.8,7.2/10,0.65,6.8/10,0.91,4.4/5,No consensus yet.
25233,Chibi-Robo: Park Patrol,65,0.82,7.0/10,0.68,6.3/10,0.67,3.7/5,No consensus yet.
27359,Chibi-Robo: Photo Finder,39,0.42,5.2/10,0.28,4.7/10,0.76,3.8/5,Chibi-Robo: Photo Finder has all of the oddball charm and appealing characters that fans want from the series~ but it's dragged down by a nearly-unusable central gimmick that will leave players shouting in frustruation as often as they are expressing amusement.
27987,Chibi-Robo: Zip Lash,47,0.35,5.3/10,0.24,5.1/10,0.43,2.5/5,Chibi-Robo: Zip Lash is completely functional as far as sidescrollers go~ but there is no reason to buy it over the many superior options that the 3DS has to offer.
54531,Super Smash Bros (N64),67,0.89,7.8/10,0.85,7.6/10,0.96,4.7/5,No consensus yet.
56222,Super Smash Bros Melee,88,0.96,8.3/10,0.97,8.4/10,0.93,4.6/5,No consensus yet.
25414,Super Smash Bros Brawl,89,0.95,8.3/10,0.98,8.5/10,0.9,4.5/5,No consensus yet.
336136,Super Smash Bros 3DS,77,0.88,7.7/10,0.91,7.8/10,0.86,4.2/5,No consensus yet.
331575,Super Smash Bros U,88,0.98,8.5/10,0.99,8.5/10,0.94,4.4/5,No consensus yet.
58829,Super Smash Bros Ultimate,89,0.99,8.7/10,0.99,8.6/10,0.9,4.4/5,No consensus yet.
343595,Sonic Adventure,80,0.91,7.9/10,0.93,8.0/10,0.73,3.8/5,No consensus yet.
343597,Sonic Adventure 2,82,0.89,7.8/10,0.86,7.9/10,0.85,4.3/5,No consensus yet.
36189,Sonic Heroes,56,0.64,6.2/10,0.49,6.0/10,0.73,3.9/5,No consensus yet.
56198,Shadow the Hedgehog,38,0.23,4.6/10,0.15,4.3/10,0.53,3.1/5,Confounding in both concept and in practice~ Shadow the Hedgehog seeks to be more thought-provoking than its cheerier brethen~ but the only reaction it will provoke in players is incredulous laughter.
283965,Sonic 06,36,0.18,3.8/10,0.14,3.8/10,0.33,2.2/5,With an embarrassingly-written story that complements its unfinished gameplay~ Sonic the Hedgehog '06 represents a new low point for the once-radical platforming mascot.
25103,Sonic and the Secret Rings,56,0.66,6.4/10,0.46,6.2/10,0.56,3.3/5,With its stylish fairy tale aesthetic and refreshingly bold take on Arabian myths~ Sonic and the Secret Rings represents a considerable step up from the hedgehog's prior 3D experiments~ even if there is still plenty of room for refinement.
3731,Sonic Unleashed,46,0.47,5.4/10,0.3,4.9/10,0.75,3.9/5,Sonic Unleashed offers scattered glimpses at what a 3D Sonic game could look like when done well~ only for it to be dragged down by the game's pervasively confusing mission structure and mind-numingly repetitive Werehog levels.
24628,Sonic and the Black Knight,43,0.28,5.1/10,0.26,4.9/10,0.63,3.5/5,Sonic and the Black Knight is as aesthetically lush as its precessor~ but far too often it throws out cheap waggle gimmicks as a substitute for engaging~ well-crafted gameplay.
14938,Sonic 4: Episode 1,60,0.71,6.5/10,0.63,6.1/10,0.51,3.0/5,It borrows too heavily from its Genesis predecessors to hook non-converts~ but  Sonic the Hedgehog 4 is a slick-looking~ enjoyably nostalgic throwback to the Blue Blur's glory days.
26563,Sonic Colors,66,0.86,7.3/10,0.77,6.8/10,0.89,4.3/5,No consensus yet.
4331,Sonic Generations,65,0.85,7.2/10,0.75,6.9/10,0.84,4.2/5,Expertly fusing the Classic and Modern Sonic formulas into one sleek package~ Sonic Generations is a more-than-worthy celebration of the Blue Blur's (slightly bumpy) gaming history.
14930,Sonic 4: Episode 2,50,0.49,5.7/10,0.35,5.3/10,0.6,3.4/5,No consensus yet.
14988,Sonic Lost World,51,0.57,6.0/10,0.38,5.6/10,0.64,3.6/5,Sonic Lost World has its moments of inspiration~ but there are far too many concepts and mechanics for the game to execute all of them successfully.
27505,Sonic Boom: Rise of Lyric,25,0.11,3.5/10,0,2.9/10,0.29,1.9/5,Tedious~ buggy~ and unfunny  to listen to~ Rise of Lyric is a disastrous rejection of everything that made Sonic a once-beloved platforming icon.
23587,Sonic Mania,77,0.94,8.1/10,0.88,7.7/10,0.87,4.3/5,No consensus yet.
27943,Sonic Forces,46,0.32,5.1/10,0.23,4.8/10,0.54,3.2/5,No consensus yet.
-6,Sonic Frontiers,55,0.74,6.3/10,0.58,5.9/10,0.85,4.2/5,No consensus yet.
-7,Sonic Superstars,59,0.75,6.6/10,0.61,6.2/10,0.82,4.2/5,No consensus yet.
-8,Sonic x Shadow Generations,70,0.91,7.5/10,0.86,7.2/10,0.92,4.5/5,No consensus yet.
27504,Sonic Boom: Shattered Crystal,37,0.33,4.8/10,0.17,4.3/10,0.51,3.0/5,While more polished and functional than its home-console sibling~ Sonic Boom: Shattered Crystal is still too simplistic and monotonous to stand out in a crowded field of 3DS sidescrollers.
27826,Sonic Boom: Fire and Ice,50,0.63,5.9/10,0.39,5.5/10,0.68,3.6/5,While still lacking the adrenaline rush characteristic of Sonic's best efforts~ Sonic Boom: Fire and Ice manages to improve considerably on its predecessor with more consistent pacing~ engaging mechanics~ and elaborately-designed stages to explore.
54346,Animal Crossing,80,0.92,8.1/10,0.93,8.1/10,0.94,4.4/5,No consensus yet.
23849,Animal Crossing: Wild World,78,0.91,7.8/10,0.91,8.0/10,0.92,4.4/5,No consensus yet.
27026,Animal Crossing: City Folk,59,0.68,6.1/10,0.53,5.8/10,0.71,3.8/5,No consensus yet.
27953,Animal Crossing: New Leaf,81,0.9,8.0/10,0.86,7.9/10,0.9,4.4/5,No consensus yet.
27986,Animal Crossing: Happy Home Designer,53,0.6,6.0/10,0.37,5.8/10,0.6,3.5/5,No consensus yet.
27994,Animal Crossing: Amiibo Festival,36,0.2,4.5/10,0.15,4.3/10,0.32,2.0/5,No consensus yet.
49326,Animal Crossing: Pocket Camp,58,0.73,6.4/10,0.64,5.9/10,0.62,3.4/5,No consensus yet.
421698,Animal Crossing: New Horizons,85,0.97,8.5/10,0.99,8.6/10,0.56,2.9/5,No consensus yet.
54379,Diddy Kong Racing,82,0.94,8.3/10,0.92,8.2/10,0.88,4.0/5,No consensus yet.
54380,Donkey Kong 64,85,0.9,7.9/10,0.92,8.0/10,0.85,4.2/5,No consensus yet.
56031,Donkey Konga,64,0.77,7.0/10,0.64,6.5/10,0.8,4.3/5,No consensus yet.
56029,Donkey Kong Jungle Beat,70,0.89,7.2/10,0.86,7.0/10,0.88,4.1/5,No consensus yet.
-9,Donkey Konga 2,56,0.57,6.1/10,0.4,5.8/10,0.75,4.2/5,Donkey Konga 2's rhythmic gameplay is as addicting as ever~ but thanks to the game's ill-chosen soundtrack~ most players will be too busy plugging their ears to appreciate it.
27512,DK: King of Swing,57,0.61,5.9/10,0.42,5.5/10,0.75,4.0/5,No consensus yet.
24902,Diddy Kong Racing DS,51,0.55,5.7/10,0.41,5.5/10,0.62,3.4/5,No consensus yet.
25206,DK: Jungle Climber,65,0.76,6.4/10,0.62,6.0/10,0.56,3.4/5,No consensus yet.
25242,Donkey Kong: Barrel Blast,37,0.17,4.1/10,0.08,3.6/10,0.62,3.4/5,A laughably barebones racer further marred by unfitting motion controls~ this is a Donkey Kong game that most Wii owners will quickly blast out of their system.
24170,Donkey Kong Country Returns,81,0.96,8.0/10,0.94,7.9/10,0.9,4.3/5,No consensus yet.
27978,Donkey Kong Country: Tropical Freeze,74,0.92,7.6/10,0.92,7.5/10,0.92,4.5/5,No consensus yet.
53537,The Simpsons: Road Rage,52,0.38,5.3/10,0.27,5.0/10,0.61,3.6/5,No consensus yet.
359130,The Simpsons Skateboarding,30,0.09,3.6/10,0.08,3.8/10,0.21,1.8/5,Cowabunga? More like Ay-Caramba!
35576,The Simpsons: Hit and Run,68,0.86,7.1/10,0.81,6.8/10,0.88,4.3/5,No consensus yet.
330968,Futurama,47,0.35,5.2/10,0.26,4.8/10,0.59,3.4/5,Futurama has flashes of the sharp writing and wit that made the TV series sing~ but it's drab levels and frustrating gameplay mean that most fans are likely better off waiting for the enivitable cutscene compilation.
25282,The Simpsons Game (HD),58,0.6,6.1/10,0.48,5.6/10,0.7,3.8/5,The Simpsons Game isn't particularly impressive or engaging as far as 3D platformers go~ but it's sharp writing and wealth of fanservice will satisfy longtime Simpsons devotees.
290864,Link to the Past+Four Swords,92,0.98,8.7/10,0.97,8.7/10,0.91,4.5/5,No consensus yet.
56093,Four Swords Adventures,79,0.93,7.6/10,0.98,7.8/10,0.83,3.7/5,No consensus yet.
27418,The Minish Cap,84,0.95,8.3/20,0.94,8.1/10,0.97,4.5/5,No consensus yet.
27023,Phantom Hourglass,85,0.94,7.9/10,0.94,8.0/10,0.79,4.0/5,No consensus yet.
23850,Spirit Tracks,80,0.92,7.7/10,0.92,7.7/10,0.81,4.0/5,No consensus yet.
-10,Four Sword Anniversary,77,1,7.9/10,1,7.5/10,0.71,3.8/5,No consensus yet.
27977,A Link Between Worlds,86,0.97,8.4/10,0.97,8.5/10,0.93,4.5/5,No consensus yet.
27991,Tri-Force Heroes ,59,0.65,6.6/10,0.61,6.5/10,0.66,3.5/5,No consensus yet.
292842,Link's Awakening HD,78,0.93,7.9/10,0.91,7.8/10,0.87,4.2/5,No consensus yet.
-11,Echoes of Wisdom,78,0.91,7.8/10,0.91,7.7/10,0.86,4.3/5,No consensus yet.
26824,Skyward Sword,89,0.91,8.1/10,0.93,8.4/10,0.8,4.1/5,Skyward Sword's elegant visuals and intriguing narrative are in service to some of the freshest puzzles and world design that the series has offered in ages~ all while showcasing that Wii's motion control capabilities better than any game since the console's launch days.
-12,Skyward Sword HD,71,0.82,7.2/10,0.85,7.1/10,0.74,3.8/5,No consensus yet.
27015,Twilight Princess (Wii),92,0.96,8.7/10,0.99,8.8/10,0.91,4.5/5,Refreshingly mature in tone and expansive in scope~ Twilight Princess restores the Zelda series to its epic roots and captures what made the series so great in the first place.
24182,Twilight Princess HD,78,0.93,7.8/10,0.92,7.7/10,0.88,4.3/5,No consensus yet.
56092,Wind Waker,94,0.95,8.6/10,0.99,8.8/10,0.9,4.4/5,No consensus yet.
27975,Wind Waker HD,85,0.98,8.3/10,0.99,8.3/10,0.92,4.5/5,No consensus yet.
37581,Cave Story,84,0.99,8.2/10,1,8.5/10,0.84,4.1/5,"Cave Story is a consistently fun~ emotionally rich indie pastiche of the Metroidvania games of yore~ one that can stand with the best and biggest games that the genre has to offer."""
27100,Cave Story 3D,73,0.82,6.9/10,0.86,7.0/10,0.82,4.1/5,"Cave Story 3D isn't strictly necessary for those who have already played the original release~ but it's lush polygonal graphics and immersive use of stereoscopic 3D nevertheless make it a worthy endeavor for bot players who haven't dwelved into Cave Story before~ as well as seasoned players willing to give it another go."""
25955,Lego Battles,52,0.58,5.8/10,0.44,5.7/10,0.88,4.5/5,No consensus yet.
26662,Lego Battles: Ninjago,47,0.49,5.6/10,0.28,5.0/10,0.81,4.2/5,No consensus yet.
27244,Lego City Undercover: The Chase Continues,50,0.62,5.8/10,0.43,5.4/10,0.62,3.3/5,Lego City Undercover: The Chase Continues does an admirable job squeezing the content of its home console brethren onto a portable console~ but technical issues and load times take away much of Lego City's atmosphere.
2168,Lego Marvel Super Heroes: Universe in Peril,44,0.58,5.6/10,0.42,5.1/10,0.38,2.5/5,Offering superhero action in bite-sized chunks~ Lego Marvel: Universe in Peril is an acceptably entertaining brawler for Marvel fans~ but those seeking a wider range of superhero content will be better off sticking with the home console version instead.
27264,Lego Chima: Laval's Journey,52,0.65,5.6/10,0.4,6.0/10,0.6,3.2/5,No consensus yet.
59184,Kingdom Hearts,77,0.88,7.7/10,0.89,7.7/10,0.92,4.5/5,No consensus yet.
